InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538837,22197,POPCORN HOLDER,4,2024-09-14 20:43,7.17,12622.0,United Kingdom
538510,22197,POPCORN HOLDER,22,2024-12-06 16:42,3.26,16288.0,United Kingdom
536598,22745,POPPY'S PLAYHOUSE BEDROOM,46,2024-03-20 10:22,18.87,14708.0,Germany
538217,22745,POPPY'S PLAYHOUSE BEDROOM,33,2024-11-01 08:52,£11.54,16528.0,United Kingdom
538277,21485,RETROSPOT HEART HOT WATER BOTTLE,34,2024-04-10 17:31,4.55,12372.0,United Kingdom
538181,84991,60 TEATIME FAIRY CAKE CASES,23,2024-08-17 12:35,17.21,16500.0,United Kingdom
537110,84879,ASSORTED COLOUR BIRD ORNAMENT,45,2024-08-20 20:13,10.91,12401.0,United Kingdom
536416,22086,PAPER CHAIN KIT 50'S CHRISTMAS,44,2024-02-10 08:51,11.61,17334.0,United Kingdom
537348,21730,GLASS STAR FROSTED T-LIGHT HOLDER,46,07/05/24 14:59,9.62,,Germany
536853,22086,PAPER CHAIN KIT 50'S CHRISTMAS,25,2024-09-03 13:46,£6.99,15678.0,United Kingdom
537940,85123A,WHITE HANGING HEART T-LIGHT HOLDER,44,2024-12-06 17:30,14.91,17476.0,United Kingdom
537135,22086,PAPER CHAIN KIT 50'S CHRISTMAS,47,2024-12-16 03:58,5.19,17909.0,United Kingdom
538958,21731,RED TOADSTOOL LED NIGHT LIGHT,4,2024-07-06 18:45,£14.67,14252.0,United Kingdom
538645,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2024-11-03 12:39,17.99,13686.0,United Kingdom
537765,22086,PAPER CHAIN KIT 50'S CHRISTMAS,27,2024-07-21 02:39,2.48,12854.0,United Kingdom
536706,22728,ALARM CLOCK BAKELIKE PINK,30,2024-10-27 20:06,15.11,12504.0,United Kingdom
538816,21730,GLASS STAR FROSTED T-LIGHT HOLDER,36,2024-02-18 05:36,3.79,17728.0,United Kingdom
537379,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2024-01-15 18:11,20.12,16797.0,United Kingdom
536487,21731,RED TOADSTOOL LED NIGHT LIGHT,36,2024-10-22 14:10,5.66,17191.0,United Kingdom
537856,22728,ALARM CLOCK BAKELIKE PINK,15,2024-02-12 01:41,10.31,13128.0,United Kingdom
536596,22745,POPPY'S PLAYHOUSE BEDROOM,42,10/29/24 12:11,£5.75,14953.0,United Kingdom
537708,22197,POPCORN HOLDER,21,2024-04-27 07:22,19.68,13570.0,Netherlands
538148,21485,RETROSPOT HEART HOT WATER BOTTLE,8,2024-07-23 11:43,8.03,18023.0,United Kingdom
538039,22728,ALARM CLOCK BAKELIKE PINK,23,2024-02-18 02:16,£14.61,14039.0,Portugal
537007,22632,HAND WARMER UNION JACK,10,2024-11-07 12:49,12.17,15727.0,Portugal
537173,22386,JUMBO BAG PINK POLKADOT,4,2024-01-12 14:55,£0.86,13025.0,United Kingdom
538763,22138,BAKING SET 9 PIECE RETROSPOT,31,2024-09-10 14:43,23.85,17766.0,United Kingdom
537596,22728,ALARM CLOCK BAKELIKE PINK,6,2024-05-26 05:28,18.83,18142.0,United Kingdom
538112,22632,HAND WARMER UNION JACK,44,2024-06-23 01:46,19.54,14746.0,United Kingdom
537927,22138,BAKING SET 9 PIECE RETROSPOT,38,2024-12-21 09:09,£15.61,13448.0,United Kingdom
536720,21730,GLASS STAR FROSTED T-LIGHT HOLDER,21,2024-06-02 13:39,5.22,12757.0,United Kingdom
537940,22138,BAKING SET 9 PIECE RETROSPOT,5,2024-12-06 17:30,13.98,17476.0,United Kingdom
537789,22386,JUMBO BAG PINK POLKADOT,39,2024-01-06 10:01,3.56,13093.0,United Kingdom
538892,84991,60 TEATIME FAIRY CAKE CASES,35,2024-07-02 06:45,4.73,15164.0,United Kingdom
537668,22727,ALARM CLOCK BAKELIKE RED,35,2024-02-03 23:59,21.97,12886.0,France
537266,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2024-01-25 02:04,18.74,13242.0,United Kingdom
538721,71053,WHITE METAL LANTERN,10,2024-07-19 03:56,6.43,17725.0,United Kingdom
538529,71053,WHITE METAL LANTERN,22,2024-09-05 20:52,12.56,14688.0,United Kingdom
538887,22138,BAKING SET 9 PIECE RETROSPOT,35,2024-09-01 18:52,24.01,17753.0,United Kingdom
538251,22632,HAND WARMER UNION JACK,18,2024-01-01 00:12,£5.3,15195.0,United Kingdom
536577,22138,BAKING SET 9 PIECE RETROSPOT,35,2024-05-27 20:41,2.5,13075.0,Netherlands
537327,22386,JUMBO BAG PINK POLKADOT,3,2024-10-08 07:37,20.69,14857.0,United Kingdom
536933,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2024-01-29 03:10,13.04,15237.0,United Kingdom
537793,22386,JUMBO BAG PINK POLKADOT,38,2024-07-20 03:20,24.96,14257.0,United Kingdom
537632,21931,JUMBO STORAGE BAG SUKI,30,2024-09-25 06:21,19.3,16426.0,United Kingdom
538029,22728,ALARM CLOCK BAKELIKE PINK,14,2024-03-08 10:46,£14.89,16119.0,United Kingdom
538944,22386,JUMBO BAG PINK POLKADOT,37,07/21/24 02:21,£1.48,13817.0,United Kingdom
538077,22197,POPCORN HOLDER,45,2024-03-28 01:20,3.09,13477.0,United Kingdom
537181,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45,2024-07-05 10:52,24.0,13174.0,United Kingdom
538715,84406B,CREAM CUPID HEARTS COAT HANGER,20,2024-08-21 19:33,9.7,17176.0,United Kingdom
537772,21485,RETROSPOT HEART HOT WATER BOTTLE,40,2024-05-25 05:37,22.25,15139.0,United Kingdom
538376,22727,ALARM CLOCK BAKELIKE RED,16,2024-12-26 23:47,7.78,13480.0,EIRE
538634,22728,ALARM CLOCK BAKELIKE PINK,1,2024-11-12 19:20,4.45,15610.0,United Kingdom
537193,22745,POPPY'S PLAYHOUSE BEDROOM,11,2024-02-24 13:13,8.31,18179.0,United Kingdom
538692,22138,BAKING SET 9 PIECE RETROSPOT,22,2024-02-21 21:22,5.1,14735.0,United Kingdom
536879,22728,ALARM CLOCK BAKELIKE PINK,34,2024-01-15 09:32,£20.57,14828.0,United Kingdom
537197,22469,HEART OF WICKER SMALL,27,01/01/24 18:10,15.81,17973.0,United Kingdom
538487,21931,JUMBO STORAGE BAG SUKI,4,2024-01-23 17:05,0.89,14594.0,United Kingdom
536719,21731,RED TOADSTOOL LED NIGHT LIGHT,5,2024-01-08 17:09,14.53,15776.0,Germany
537554,22632,HAND WARMER UNION JACK,25,2024-05-19 23:02,12.91,14825.0,United Kingdom
538418,84879,ASSORTED COLOUR BIRD ORNAMENT,25,07/15/24 06:57,18.28,16876.0,United Kingdom
538872,22728,ALARM CLOCK BAKELIKE PINK,5,2024-07-15 13:07,9.26,17788.0,Norway
538665,21931,JUMBO STORAGE BAG SUKI,18,2024-10-12 04:48,11.23,12825.0,United Kingdom
538510,84406B,CREAM CUPID HEARTS COAT HANGER,3,2024-12-06 16:42,23.62,16288.0,United Kingdom
537420,84991,60 TEATIME FAIRY CAKE CASES,3,2024-03-28 17:57,24.23,17666.0,United Kingdom
537429,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2024-05-23 13:42,21.08,17340.0,Australia
538337,84406B,CREAM CUPID HEARTS COAT HANGER,29,2024-03-27 13:42,21.08,15980.0,United Kingdom
537387,22197,POPCORN HOLDER,43,2024-12-03 04:25,2.38,15408.0,United Kingdom
536861,71053,WHITE METAL LANTERN,13,2024-09-22 23:47,18.13,16466.0,France
538736,22469,HEART OF WICKER SMALL,36,2024-02-06 16:16,19.3,15929.0,United Kingdom
538974,22727,ALARM CLOCK BAKELIKE RED,2,2024-04-23 15:57,17.88,15144.0,Netherlands
538039,22900,SET 2 TEA TOWELS I LOVE LONDON,31,2024-02-18 02:16,16.37,14039.0,United Kingdom
537771,21485,RETROSPOT HEART HOT WATER BOTTLE,2,2024-02-29 09:04,14.66,17405.0,United Kingdom
538146,21731,RED TOADSTOOL LED NIGHT LIGHT,4,2024-07-17 19:58,1.62,15392.0,Portugal
537296,22900,SET 2 TEA TOWELS I LOVE LONDON,30,06/06/24 15:13,15.55,12860.0,United Kingdom
538825,84406B,CREAM CUPID HEARTS COAT HANGER,16,2024-12-01 01:30,9.45,16000.0,United Kingdom
537370,22632,HAND WARMER UNION JACK,12,2024-10-11 06:16,16.02,14541.0,EIRE
536932,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2024-10-02 17:32,20.78,16042.0,United Kingdom
537430,22386,JUMBO BAG PINK POLKADOT,13,2024-01-07 00:04,12.59,13397.0,United Kingdom
536643,84406B,CREAM CUPID HEARTS COAT HANGER,21,2024-12-03 01:07,23.36,16814.0,Switzerland
536537,22469,HEART OF WICKER SMALL,46,06/09/24 16:21,8.93,15938.0,United Kingdom
538068,22900,SET 2 TEA TOWELS I LOVE LONDON,41,06/13/24 06:36,2.49,16277.0,United Kingdom
537431,22138,BAKING SET 9 PIECE RETROSPOT,4,2024-11-04 15:03,£9.04,12717.0,United Kingdom
538334,21485,RETROSPOT HEART HOT WATER BOTTLE,14,03/09/24 01:53,22.36,17162.0,Belgium
536660,22086,PAPER CHAIN KIT 50'S CHRISTMAS,46,2024-12-21 22:23,19.86,17009.0,United Kingdom
536604,21485,RETROSPOT HEART HOT WATER BOTTLE,48,2024-01-28 09:38,21.71,15533.0,EIRE
537710,21485,RETROSPOT HEART HOT WATER BOTTLE,8,2024-08-31 21:18,4.16,17200.0,United Kingdom
536612,22386,JUMBO BAG PINK POLKADOT,31,2024-04-19 03:56,3.2,16745.0,United Kingdom
536417,22138,BAKING SET 9 PIECE RETROSPOT,12,2024-06-20 16:38,19.78,16808.0,United Kingdom
536396,22469,HEART OF WICKER SMALL,28,2024-11-17 09:39,7.62,15496.0,Portugal
537903,22197,POPCORN HOLDER,45,2024-05-16 08:58,1.83,13901.0,United Kingdom
537523,22728,ALARM CLOCK BAKELIKE PINK,11,2024-05-27 00:56,14.23,16774.0,United Kingdom
536879,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2024-01-15 09:32,7.08,14828.0,United Kingdom
538134,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42,2024-07-06 01:08,£6.92,15696.0,United Kingdom
537484,21485,RETROSPOT HEART HOT WATER BOTTLE,46,2024-09-03 13:45,16.24,16256.0,United Kingdom
538848,22745,POPPY'S PLAYHOUSE BEDROOM,30,2024-09-10 16:55,2.7,15619.0,United Kingdom
538748,22197,POPCORN HOLDER,20,2024-09-20 09:39,£18.92,14022.0,United Kingdom
537876,22386,JUMBO BAG PINK POLKADOT,31,2024-11-19 16:10,8.11,15368.0,United Kingdom
536903,84991,60 TEATIME FAIRY CAKE CASES,19,2024-05-16 17:34,5.64,17039.0,Switzerland
538539,21931,JUMBO STORAGE BAG SUKI,16,2024-03-15 00:58,£20.68,14548.0,United Kingdom
538461,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-10-14 07:47,£3.54,17303.0,United Kingdom
537618,21485,RETROSPOT HEART HOT WATER BOTTLE,39,2024-09-10 09:38,11.39,16642.0,United Kingdom
537568,22386,JUMBO BAG PINK POLKADOT,25,2024-11-16 05:17,6.95,14956.0,United Kingdom
538352,21485,RETROSPOT HEART HOT WATER BOTTLE,12,2024-04-11 08:24,£17.33,12786.0,United Kingdom
537085,22960,JAM MAKING SET WITH JARS,40,2024-12-20 07:00,3.79,14910.0,United Kingdom
537433,22632,HAND WARMER UNION JACK,37,2024-04-25 23:20,2.29,12355.0,United Kingdom
536977,22728,ALARM CLOCK BAKELIKE PINK,44,2024-04-08 14:25,£14.58,16073.0,Netherlands
536570,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2024-05-09 03:26,3.5,16900.0,France
537876,22632,HAND WARMER UNION JACK,2,2024-11-19 16:10,£9.71,15368.0,United Kingdom
537048,71053,WHITE METAL LANTERN,9,2024-12-06 06:54,9.78,16366.0,United Kingdom
537003,22469,HEART OF WICKER SMALL,16,2024-08-11 06:27,17.11,14865.0,United Kingdom
536662,22386,JUMBO BAG PINK POLKADOT,21,2024-04-11 06:19,4.79,14825.0,United Kingdom
537916,84406B,CREAM CUPID HEARTS COAT HANGER,9,2024-03-15 12:12,17.11,16676.0,United Kingdom
538715,22086,PAPER CHAIN KIT 50'S CHRISTMAS,31,2024-08-21 19:33,10.96,17176.0,United Kingdom
537556,21731,RED TOADSTOOL LED NIGHT LIGHT,5,2024-12-19 11:29,4.65,14855.0,United Kingdom
537907,22138,BAKING SET 9 PIECE RETROSPOT,33,2024-06-16 12:42,23.53,15714.0,United Kingdom
538095,22745,POPPY'S PLAYHOUSE BEDROOM,15,2024-05-13 03:19,11.31,15091.0,United Kingdom
537181,22632,HAND WARMER UNION JACK,8,2024-07-05 10:52,16.28,13174.0,United Kingdom
538122,22745,POPPY'S PLAYHOUSE BEDROOM,35,2024-09-20 11:33,£3.21,16504.0,Belgium
537659,22138,BAKING SET 9 PIECE RETROSPOT,3,2024-05-21 18:06,13.26,13825.0,United Kingdom
538950,22727,ALARM CLOCK BAKELIKE RED,27,12/11/24 02:48,1.07,14161.0,United Kingdom
537760,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2024-11-07 09:03,9.92,13963.0,United Kingdom
537355,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45,12/03/24 11:22,15.08,17556.0,United Kingdom
536609,21931,JUMBO STORAGE BAG SUKI,36,2024-11-21 19:13,£13.75,16071.0,Australia
537058,22197,POPCORN HOLDER,22,2024-10-13 02:25,1.33,13410.0,United Kingdom
538010,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-01-03 19:46,19.85,16826.0,United Kingdom
538561,21731,RED TOADSTOOL LED NIGHT LIGHT,14,2024-02-22 11:01,18.99,15109.0,France
538955,22632,HAND WARMER UNION JACK,10,2024-07-15 23:52,£2.1,16648.0,United Kingdom
536489,22386,JUMBO BAG PINK POLKADOT,28,2024-03-22 11:37,22.71,12736.0,Germany
538447,71053,WHITE METAL LANTERN,33,2024-01-24 15:25,6.41,12412.0,France
538579,71053,WHITE METAL LANTERN,17,2024-02-29 15:19,11.7,15609.0,United Kingdom
537947,71053,WHITE METAL LANTERN,13,2024-09-10 01:23,21.51,18158.0,United Kingdom
537472,22745,POPPY'S PLAYHOUSE BEDROOM,33,2024-10-25 05:54,2.86,12694.0,United Kingdom
537706,21931,JUMBO STORAGE BAG SUKI,14,2024-12-01 05:52,14.12,16745.0,United Kingdom
538208,21485,RETROSPOT HEART HOT WATER BOTTLE,32,2024-12-23 12:43,20.4,13692.0,United Kingdom
538917,22728,ALARM CLOCK BAKELIKE PINK,3,10/23/24 05:30,5.36,15835.0,United Kingdom
537961,21485,RETROSPOT HEART HOT WATER BOTTLE,45,2024-05-26 08:39,5.53,13537.0,Belgium
537732,84406B,CREAM CUPID HEARTS COAT HANGER,36,2024-08-19 02:54,18.41,15157.0,United Kingdom
536946,22197,POPCORN HOLDER,1,2024-12-08 04:51,7.2,15628.0,United Kingdom
538253,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-04-21 12:42,19.77,13628.0,United Kingdom
538337,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2024-03-27 13:42,11.98,15980.0,United Kingdom
536714,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2024-06-01 20:47,23.4,17091.0,United Kingdom
538063,21931,JUMBO STORAGE BAG SUKI,11,2024-02-19 23:51,18.34,15301.0,Spain
536635,21731,RED TOADSTOOL LED NIGHT LIGHT,33,01/18/24 07:06,7.84,13825.0,United Kingdom
538172,22960,JAM MAKING SET WITH JARS,27,2024-04-15 01:56,10.6,17678.0,United Kingdom
537865,22469,HEART OF WICKER SMALL,7,2024-08-29 09:58,11.26,14062.0,United Kingdom
537632,21730,GLASS STAR FROSTED T-LIGHT HOLDER,46,2024-09-25 06:21,16.65,16426.0,United Kingdom
536620,22900,SET 2 TEA TOWELS I LOVE LONDON,26,01/31/24 21:12,£3.93,16265.0,United Kingdom
537722,22632,HAND WARMER UNION JACK,44,2024-02-15 18:28,6.38,17584.0,EIRE
537586,22197,POPCORN HOLDER,6,2024-11-04 14:25,17.55,17898.0,United Kingdom
536995,84406B,CREAM CUPID HEARTS COAT HANGER,18,2024-11-12 02:09,21.33,,United Kingdom
537457,21485,RETROSPOT HEART HOT WATER BOTTLE,8,2024-04-01 11:10,4.77,13286.0,United Kingdom
537655,22960,JAM MAKING SET WITH JARS,27,2024-02-01 11:46,8.51,16585.0,United Kingdom
537502,21730,GLASS STAR FROSTED T-LIGHT HOLDER,39,2024-02-28 11:07,24.97,13914.0,United Kingdom
537693,71053,WHITE METAL LANTERN,2,2024-03-14 05:47,16.85,14024.0,United Kingdom
537205,22138,BAKING SET 9 PIECE RETROSPOT,33,2024-09-19 10:58,12.92,14260.0,United Kingdom
537373,22386,JUMBO BAG PINK POLKADOT,44,2024-10-23 14:06,£13.76,16040.0,Norway
538063,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2024-02-19 23:51,£13.46,15301.0,Germany
539012,21730,GLASS STAR FROSTED T-LIGHT HOLDER,39,2024-05-26 23:25,12.24,15519.0,United Kingdom
538414,21731,RED TOADSTOOL LED NIGHT LIGHT,16,2024-06-21 20:13,£7.3,13787.0,United Kingdom
538194,22728,ALARM CLOCK BAKELIKE PINK,13,2024-09-28 00:24,11.33,15360.0,United Kingdom
537882,21731,RED TOADSTOOL LED NIGHT LIGHT,18,2024-08-23 05:06,16.91,18015.0,United Kingdom
537088,22197,POPCORN HOLDER,42,2024-11-26 12:55,7.01,17113.0,United Kingdom
536622,22728,ALARM CLOCK BAKELIKE PINK,6,2024-11-12 04:27,18.7,13783.0,United Kingdom
538865,84879,ASSORTED COLOUR BIRD ORNAMENT,34,2024-04-08 04:34,20.84,14916.0,Norway
536858,22745,POPPY'S PLAYHOUSE BEDROOM,1,2024-03-24 15:53,19.91,17362.0,United Kingdom
538795,22960,JAM MAKING SET WITH JARS,39,2024-11-06 03:11,2.16,16352.0,United Kingdom
537421,22727,ALARM CLOCK BAKELIKE RED,42,2024-02-05 13:47,18.45,15011.0,United Kingdom
537710,21485,RETROSPOT HEART HOT WATER BOTTLE,40,2024-08-31 21:18,17.42,17200.0,United Kingdom
538936,71053,WHITE METAL LANTERN,47,2024-03-29 10:37,17.71,16077.0,United Kingdom
537216,22197,POPCORN HOLDER,14,2024-10-07 14:11,22.43,14859.0,United Kingdom
537067,22900,SET 2 TEA TOWELS I LOVE LONDON,15,2024-05-11 16:32,£21.55,12455.0,United Kingdom
537563,21485,RETROSPOT HEART HOT WATER BOTTLE,14,2024-10-07 19:44,18.59,16293.0,United Kingdom
538453,84879,ASSORTED COLOUR BIRD ORNAMENT,29,2024-05-17 03:48,£23.26,13473.0,United Kingdom
536728,22138,BAKING SET 9 PIECE RETROSPOT,25,2024-10-28 05:41,12.8,17158.0,United Kingdom
538480,21731,RED TOADSTOOL LED NIGHT LIGHT,35,2024-01-08 06:14,23.29,,United Kingdom
538571,71053,WHITE METAL LANTERN,30,2024-05-16 10:14,£14.85,17699.0,Germany
C537698,22138,BAKING SET 9 PIECE RETROSPOT,-1,2024-08-23 04:15,16.86,16645.0,United Kingdom
538171,22727,ALARM CLOCK BAKELIKE RED,24,2024-04-21 19:58,18.49,17944.0,United Kingdom
538453,22138,BAKING SET 9 PIECE RETROSPOT,14,2024-05-17 03:48,23.87,,United Kingdom
538207,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2024-05-20 04:43,19.58,13115.0,United Kingdom
538559,22386,JUMBO BAG PINK POLKADOT,17,2024-06-23 01:46,16.71,17341.0,United Kingdom
537274,84879,ASSORTED COLOUR BIRD ORNAMENT,27,2024-05-19 07:06,24.75,13338.0,United Kingdom
537281,21931,JUMBO STORAGE BAG SUKI,25,2024-05-07 19:28,£11.54,14485.0,EIRE
537590,22728,ALARM CLOCK BAKELIKE PINK,4,2024-04-01 09:24,17.98,16372.0,United Kingdom
537015,84406B,CREAM CUPID HEARTS COAT HANGER,2,2024-08-18 20:12,24.62,16844.0,United Kingdom
538412,21730,GLASS STAR FROSTED T-LIGHT HOLDER,40,2024-11-19 03:25,2.8,15195.0,United Kingdom
C536978,22900,SET 2 TEA TOWELS I LOVE LONDON,-36,2024-09-05 00:40,3.42,14863.0,United Kingdom
538542,22138,BAKING SET 9 PIECE RETROSPOT,22,2024-06-13 23:36,0.79,16097.0,United Kingdom
537533,71053,WHITE METAL LANTERN,11,2024-01-12 13:38,8.13,15519.0,United Kingdom
538041,84991,60 TEATIME FAIRY CAKE CASES,33,01/16/24 17:07,14.26,17781.0,United Kingdom
537821,22745,POPPY'S PLAYHOUSE BEDROOM,16,2024-05-10 17:17,18.61,18225.0,United Kingdom
538449,84406B,CREAM CUPID HEARTS COAT HANGER,6,2024-08-07 00:11,14.9,12407.0,United Kingdom
536860,22960,JAM MAKING SET WITH JARS,8,2024-12-23 12:02,11.64,12739.0,United Kingdom
538741,22632,HAND WARMER UNION JACK,10,2024-10-01 22:26,12.67,15657.0,United Kingdom
537997,22745,POPPY'S PLAYHOUSE BEDROOM,5,2024-12-30 12:05,14.6,14602.0,United Kingdom
539012,22727,ALARM CLOCK BAKELIKE RED,36,2024-05-26 23:25,5.8,15519.0,United Kingdom
537677,22960,JAM MAKING SET WITH JARS,15,2024-08-14 00:23,4.59,18224.0,United Kingdom
537119,22900,SET 2 TEA TOWELS I LOVE LONDON,31,08/20/24 09:21,20.98,17929.0,United Kingdom
536520,22727,ALARM CLOCK BAKELIKE RED,48,2024-07-03 16:24,13.91,16870.0,United Kingdom
536761,22900,SET 2 TEA TOWELS I LOVE LONDON,2,2024-10-19 12:49,18.29,16991.0,United Kingdom
C538207,22386,JUMBO BAG PINK POLKADOT,-14,2024-05-20 04:43,7.55,13115.0,United Kingdom
538297,22900,SET 2 TEA TOWELS I LOVE LONDON,21,2024-01-04 00:38,10.41,17098.0,United Kingdom
538806,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2024-04-10 21:28,6.78,17698.0,Portugal
536737,84991,60 TEATIME FAIRY CAKE CASES,36,2024-01-22 16:40,19.79,17942.0,United Kingdom
538391,71053,WHITE METAL LANTERN,2,2024-10-20 09:00,£6.5,16623.0,France
537857,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,02/13/24 05:04,20.18,15731.0,United Kingdom
C538380,21731,RED TOADSTOOL LED NIGHT LIGHT,-34,2024-01-02 08:48,£13.09,13221.0,United Kingdom
537207,84879,ASSORTED COLOUR BIRD ORNAMENT,33,2024-10-31 04:58,23.99,,United Kingdom
537077,22469,HEART OF WICKER SMALL,44,2024-04-27 08:46,17.96,18023.0,United Kingdom
537391,21731,RED TOADSTOOL LED NIGHT LIGHT,26,2024-08-27 01:42,6.57,,United Kingdom
537499,22632,HAND WARMER UNION JACK,11,2024-04-29 15:28,20.67,14653.0,France
537855,22469,HEART OF WICKER SMALL,8,2024-04-27 09:34,7.07,13514.0,United Kingdom
538584,84406B,CREAM CUPID HEARTS COAT HANGER,48,12/28/24 19:30,13.85,13514.0,United Kingdom
538512,22900,SET 2 TEA TOWELS I LOVE LONDON,34,2024-11-18 23:34,13.68,14198.0,United Kingdom
537285,22900,SET 2 TEA TOWELS I LOVE LONDON,45,2024-10-15 23:06,23.62,17450.0,United Kingdom
538121,22727,ALARM CLOCK BAKELIKE RED,45,2024-11-16 01:25,16.2,17216.0,Belgium
538878,84879,ASSORTED COLOUR BIRD ORNAMENT,21,2024-11-19 22:43,24.31,17478.0,United Kingdom
538859,22469,HEART OF WICKER SMALL,7,2024-02-14 04:32,22.58,,United Kingdom
538362,84406B,CREAM CUPID HEARTS COAT HANGER,45,2024-07-19 08:37,7.46,17251.0,United Kingdom
537819,22728,ALARM CLOCK BAKELIKE PINK,48,2024-12-12 00:02,23.51,17993.0,United Kingdom
537097,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2024-07-11 22:31,2.04,12937.0,Australia
537841,84406B,CREAM CUPID HEARTS COAT HANGER,17,2024-06-29 14:52,3.28,14148.0,United Kingdom
538447,84406B,CREAM CUPID HEARTS COAT HANGER,5,2024-01-24 15:25,3.12,12412.0,United Kingdom
537651,21730,GLASS STAR FROSTED T-LIGHT HOLDER,36,2024-09-18 21:28,11.87,12678.0,United Kingdom
C536731,22745,POPPY'S PLAYHOUSE BEDROOM,-34,2024-10-31 10:07,15.0,15552.0,United Kingdom
537217,84991,60 TEATIME FAIRY CAKE CASES,46,06/28/24 11:56,8.92,17999.0,United Kingdom
538343,22727,ALARM CLOCK BAKELIKE RED,1,2024-08-27 18:43,7.47,15980.0,United Kingdom
538221,22138,BAKING SET 9 PIECE RETROSPOT,35,2024-06-03 00:28,16.74,18267.0,United Kingdom
537833,22386,JUMBO BAG PINK POLKADOT,12,2024-04-19 08:32,6.83,17822.0,United Kingdom
536540,84406B,CREAM CUPID HEARTS COAT HANGER,6,2024-09-23 23:49,£6.1,17236.0,Germany
C537909,22728,ALARM CLOCK BAKELIKE PINK,-40,2024-10-28 17:21,11.39,,France
537118,22900,SET 2 TEA TOWELS I LOVE LONDON,32,2024-03-11 10:06,12.67,,Germany
536962,22900,SET 2 TEA TOWELS I LOVE LONDON,28,2024-06-10 19:14,8.27,14822.0,United Kingdom
537752,22086,PAPER CHAIN KIT 50'S CHRISTMAS,19,2024-11-26 21:59,4.03,17813.0,United Kingdom
538957,22728,ALARM CLOCK BAKELIKE PINK,46,01/02/24 16:37,19.65,17298.0,United Kingdom
538619,84991,60 TEATIME FAIRY CAKE CASES,33,2024-02-02 09:54,£10.12,12432.0,United Kingdom
537283,21931,JUMBO STORAGE BAG SUKI,39,12/10/24 07:48,3.61,15185.0,United Kingdom
537076,22197,POPCORN HOLDER,9,06/22/24 00:46,9.36,14686.0,United Kingdom
538712,21731,RED TOADSTOOL LED NIGHT LIGHT,8,2024-08-31 23:54,4.19,17326.0,United Kingdom
537527,22386,JUMBO BAG PINK POLKADOT,19,2024-11-01 16:04,7.21,14149.0,United Kingdom
537815,22632,HAND WARMER UNION JACK,27,2024-10-13 06:31,23.5,16397.0,United Kingdom
536795,21931,JUMBO STORAGE BAG SUKI,14,2024-03-03 17:49,16.27,13694.0,United Kingdom
536385,21485,RETROSPOT HEART HOT WATER BOTTLE,18,2024-02-18 08:01,16.3,15153.0,United Kingdom
537038,22728,ALARM CLOCK BAKELIKE PINK,6,2024-11-26 21:35,0.75,12847.0,United Kingdom
538047,22900,SET 2 TEA TOWELS I LOVE LONDON,38,2024-10-19 12:09,3.61,14366.0,United Kingdom
537973,22469,HEART OF WICKER SMALL,7,2024-03-03 22:49,5.02,16225.0,United Kingdom
537197,22900,SET 2 TEA TOWELS I LOVE LONDON,28,2024-01-01 18:10,£21.72,17973.0,United Kingdom
538233,84406B,CREAM CUPID HEARTS COAT HANGER,33,2024-05-22 12:17,14.57,15931.0,United Kingdom
537738,22745,POPPY'S PLAYHOUSE BEDROOM,12,2024-08-21 20:37,23.06,14763.0,United Kingdom
538750,22197,POPCORN HOLDER,10,09/27/24 23:21,11.4,17812.0,United Kingdom
538031,22086,PAPER CHAIN KIT 50'S CHRISTMAS,23,2024-06-11 09:47,22.82,17229.0,United Kingdom
536713,22197,POPCORN HOLDER,14,2024-08-06 11:13,20.63,13098.0,United Kingdom
538566,22632,HAND WARMER UNION JACK,21,2024-08-19 03:14,5.83,16154.0,France
C537987,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-41,2024-12-10 10:09,11.28,13209.0,United Kingdom
538742,22960,JAM MAKING SET WITH JARS,22,2024-11-16 20:01,11.33,15532.0,United Kingdom
